Identifiant_Accident,date,Annee_Accident,Mois_Accident,Jour_Accident,Heure_Minutes_Accident,Departement,Commune,Latitude,Longitude,Localisation,Intersection,Categorie_Route,Régime_Circulation,Amenagement_Infrastructure,Situation_Accident,coord,Metropole
200500000874,2005-01-10,2005,janvier,lundi,1900-01-01 17:00:00,38,38545,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500000885,2005-01-22,2005,janvier,samedi,1900-01-01 16:00:00,38,38332,45.346,5.489,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.346, 5.489",Autre
200500001117,2005-01-04,2005,janvier,mardi,,67,67345,48.786,7.867,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.786, 7.867",Autre
200500003395,2005-01-08,2005,janvier,samedi,,38,38421,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500003396,2005-01-12,2005,janvier,mercredi,1900-01-01 14:30:00,38,38421,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500003397,2005-01-13,2005,janvier,jeudi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500003400,2005-01-14,2005,janvier,vendredi,1900-01-01 17:45:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500003402,2005-01-15,2005,janvier,samedi,1900-01-01 12:25:00,38,38151,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500003405,2005-01-18,2005,janvier,mardi,1900-01-01 12:35:00,38,38516,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500003413,2005-01-24,2005,janvier,lundi,,38,38151,0.0,0.0,En agglomération,Hors intersection,Route nationale,A chaussées séparées,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Grenoble
200500003415,2005-01-25,2005,janvier,mardi,,38,38185,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500004394,2005-01-10,2005,janvier,lundi,1900-01-01 18:15:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500004395,2005-01-10,2005,janvier,lundi,1900-01-01 19:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500004400,2005-01-13,2005,janvier,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500004417,2005-01-22,2005,janvier,samedi,1900-01-01 10:05:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500007837,2005-02-10,2005,février,jeudi,1900-01-01 10:50:00,38,38516,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Autre
200500007846,2005-02-18,2005,février,vendredi,1900-01-01 17:30:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500008538,2005-02-18,2005,février,vendredi,,67,67462,0.0,0.0,En agglomération,Hors intersection,Autre,A chaussées séparées,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500008541,2005-02-01,2005,février,mardi,1900-01-01 14:05:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Parc de stationnement,A sens unique,Aucun,Sur trottoir,"0.0, 0.0",Strasbourg
200500008559,2005-02-10,2005,février,jeudi,1900-01-01 17:55:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500008567,2005-02-16,2005,février,mercredi,1900-01-01 18:50:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500011146,2005-02-09,2005,février,mercredi,1900-01-01 14:45:00,38,38150,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500011333,2005-02-24,2005,février,jeudi,1900-01-01 17:45:00,67,67253,48.646,7.528,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.646, 7.528",Autre
200500012016,2005-02-23,2005,février,mercredi,,67,67291,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500012935,2005-03-25,2005,mars,vendredi,1900-01-01 14:15:00,38,38524,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Zone piétonne,Sur chaussée,"0.0, 0.0",Grenoble
200500013839,2005-03-17,2005,mars,jeudi,1900-01-01 15:30:00,38,38249,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500015238,2005-03-02,2005,mars,mercredi,,38,38151,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500015267,2005-03-30,2005,mars,mercredi,1900-01-01 17:35:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500015268,2005-03-30,2005,mars,mercredi,1900-01-01 18:30:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500015269,2005-03-30,2005,mars,mercredi,1900-01-01 10:00:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500016083,2005-03-29,2005,mars,mardi,1900-01-01 16:30:00,67,67462,0.0,0.0,En agglomération,Hors intersection,Route nationale,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Strasbourg
200500016093,2005-03-11,2005,mars,vendredi,1900-01-01 14:55:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500016101,2005-03-16,2005,mars,mercredi,,67,67482,0.0,0.0,En agglomération,Intersection à plus de 4 branches,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500016103,2005-03-17,2005,mars,jeudi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500016104,2005-03-17,2005,mars,jeudi,1900-01-01 10:15:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500016108,2005-03-19,2005,mars,samedi,1900-01-01 11:20:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500016111,2005-03-22,2005,mars,mardi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A chaussées séparées,Pont - autopont,Sur chaussée,"0.0, 0.0",Strasbourg
200500016112,2005-03-22,2005,mars,mardi,1900-01-01 11:20:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500016115,2005-03-23,2005,mars,mercredi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500016120,2005-03-26,2005,mars,samedi,1900-01-01 15:40:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500016125,2005-03-31,2005,mars,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500019614,2005-04-02,2005,avril,samedi,1900-01-01 14:50:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500019635,2005-04-15,2005,avril,vendredi,1900-01-01 15:50:00,38,38421,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500019641,2005-04-19,2005,avril,mardi,1900-01-01 20:00:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500019645,2005-04-21,2005,avril,jeudi,1900-01-01 16:30:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500019648,2005-04-27,2005,avril,mercredi,1900-01-01 23:35:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500020461,2005-04-01,2005,avril,vendredi,1900-01-01 15:27:00,67,67462,0.0,0.0,En agglomération,Hors intersection,Route nationale,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500020472,2005-04-07,2005,avril,jeudi,1900-01-01 17:00:00,67,67218,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500020474,2005-04-08,2005,avril,vendredi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A chaussées séparées,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500020477,2005-04-09,2005,avril,samedi,1900-01-01 10:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500020478,2005-04-11,2005,avril,lundi,1900-01-01 22:35:00,67,67482,0.0,0.0,En agglomération,Intersection à plus de 4 branches,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500020486,2005-04-16,2005,avril,samedi,1900-01-01 12:20:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500020487,2005-04-18,2005,avril,lundi,1900-01-01 15:10:00,67,67447,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500020490,2005-04-21,2005,avril,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500020493,2005-04-22,2005,avril,vendredi,1900-01-01 15:40:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500020507,2005-04-29,2005,avril,vendredi,1900-01-01 11:35:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A chaussées séparées,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500020508,2005-04-29,2005,avril,vendredi,1900-01-01 13:15:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500020509,2005-04-29,2005,avril,vendredi,1900-01-01 16:30:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Route nationale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500020510,2005-04-29,2005,avril,vendredi,1900-01-01 18:05:00,67,67043,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500023607,2005-04-21,2005,avril,jeudi,1900-01-01 15:15:00,38,38182,45.402,5.425,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Aucun,"45.402, 5.425",Autre
200500023818,2005-04-30,2005,avril,samedi,1900-01-01 12:15:00,67,67046,48.773,7.861,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.773, 7.861",Autre
200500023831,2005-04-12,2005,avril,mardi,1900-01-01 21:00:00,67,67097,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500024604,2005-04-14,2005,avril,jeudi,1900-01-01 17:00:00,67,67152,48.541,7.684,Hors agglomération,Giratoire,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.541, 7.684",Strasbourg
200500025674,2005-05-15,2005,mai,dimanche,1900-01-01 15:00:00,38,38212,45.088,5.899,Hors agglomération,Hors intersection,Route nationale,Bidirectionnelle,Aucun,Sur chaussée,"45.088, 5.899",Autre
200500025701,2005-05-29,2005,mai,dimanche,,38,38049,45.419,5.15,Hors agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.419, 5.15",Autre
200500025951,2005-05-27,2005,mai,vendredi,,67,67137,48.494,7.678,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.494, 7.678",Strasbourg
200500025984,2005-05-26,2005,mai,jeudi,1900-01-01 14:30:00,67,67416,49.04,7.9,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"49.04, 7.9",Autre
200500025990,2005-05-27,2005,mai,vendredi,1900-01-01 11:15:00,67,67511,48.89,7.78,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.89, 7.78",Autre
200500026909,2005-05-11,2005,mai,mercredi,1900-01-01 17:30:00,38,38229,45.213,5.776,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.213, 5.776",Grenoble
200500028569,2005-05-02,2005,mai,lundi,,38,38421,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500028580,2005-05-09,2005,mai,lundi,,38,38179,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Grenoble
200500028581,2005-05-09,2005,mai,lundi,1900-01-01 11:25:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500028583,2005-05-11,2005,mai,mercredi,1900-01-01 14:58:00,38,38423,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500028585,2005-05-14,2005,mai,samedi,1900-01-01 14:20:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500028594,2005-05-25,2005,mai,mercredi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500029579,2005-05-30,2005,mai,lundi,,67,67462,0.0,0.0,Hors agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Strasbourg
200500029580,2005-05-02,2005,mai,lundi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500029584,2005-05-04,2005,mai,mercredi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500029600,2005-05-12,2005,mai,jeudi,1900-01-01 17:15:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500029609,2005-05-18,2005,mai,mercredi,1900-01-01 18:55:00,67,67204,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500029610,2005-05-19,2005,mai,jeudi,,67,67365,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500029612,2005-05-19,2005,mai,jeudi,1900-01-01 13:25:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500029615,2005-05-20,2005,mai,vendredi,1900-01-01 16:18:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Voie ferrée,Sur chaussée,"0.0, 0.0",Strasbourg
200500029623,2005-05-24,2005,mai,mardi,1900-01-01 16:30:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Voie ferrée,Sur chaussée,"0.0, 0.0",Strasbourg
200500029624,2005-05-25,2005,mai,mercredi,1900-01-01 14:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500029631,2005-05-27,2005,mai,vendredi,1900-01-01 12:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500033720,2005-06-01,2005,juin,mercredi,1900-01-01 11:45:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500033727,2005-06-06,2005,juin,lundi,1900-01-01 16:30:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500033730,2005-06-10,2005,juin,vendredi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur trottoir,"0.0, 0.0",Grenoble
200500033731,2005-06-10,2005,juin,vendredi,1900-01-01 15:50:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500033741,2005-06-15,2005,juin,mercredi,1900-01-01 16:32:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500033747,2005-06-21,2005,juin,mardi,1900-01-01 12:05:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500033749,2005-06-22,2005,juin,mercredi,1900-01-01 14:00:00,38,38185,0.0,0.0,En agglomération,Autre intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500033754,2005-06-26,2005,juin,dimanche,1900-01-01 18:15:00,38,38421,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Grenoble
200500033756,2005-06-28,2005,juin,mardi,,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500034773,2005-06-03,2005,juin,vendredi,1900-01-01 16:05:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500034776,2005-06-04,2005,juin,samedi,1900-01-01 11:31:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500034781,2005-06-07,2005,juin,mardi,1900-01-01 14:20:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500034782,2005-06-08,2005,juin,mercredi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Autre,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500034783,2005-06-09,2005,juin,jeudi,1900-01-01 14:00:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Strasbourg
200500034791,2005-06-11,2005,juin,samedi,1900-01-01 16:15:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500034797,2005-06-15,2005,juin,mercredi,1900-01-01 14:20:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Pont - autopont,Sur chaussée,"0.0, 0.0",Strasbourg
200500034807,2005-06-19,2005,juin,dimanche,1900-01-01 11:45:00,67,67482,0.0,0.0,Hors agglomération,Hors intersection,Autre,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500034808,2005-06-20,2005,juin,lundi,1900-01-01 16:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500034810,2005-06-21,2005,juin,mardi,1900-01-01 13:30:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500034813,2005-06-22,2005,juin,mercredi,1900-01-01 18:35:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Strasbourg
200500034820,2005-06-26,2005,juin,dimanche,1900-01-01 18:45:00,67,67043,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A chaussées séparées,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500034823,2005-06-28,2005,juin,mardi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500034826,2005-06-28,2005,juin,mardi,1900-01-01 18:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500034828,2005-06-29,2005,juin,mercredi,1900-01-01 11:25:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500034830,2005-06-30,2005,juin,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500038743,2005-06-13,2005,juin,lundi,1900-01-01 15:00:00,38,38518,44.903,5.903,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"44.903, 5.903",Autre
200500038755,2005-06-05,2005,juin,dimanche,1900-01-01 18:15:00,38,38218,45.343,5.183,En agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.343, 5.183",Autre
200500038756,2005-06-02,2005,juin,jeudi,1900-01-01 19:00:00,38,38523,45.224,5.347,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.224, 5.347",Autre
200500038765,2005-06-12,2005,juin,dimanche,1900-01-01 19:15:00,38,38012,45.592,5.611,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.592, 5.611",Autre
200500038785,2005-06-05,2005,juin,dimanche,1900-01-01 12:30:00,38,38097,45.77,5.197,Hors agglomération,Giratoire,Route Départementale,Bidirectionnelle,Aucun,Sur piste cyclable,"45.77, 5.197",Autre
200500039102,2005-06-16,2005,juin,jeudi,1900-01-01 10:30:00,67,67302,48.762,7.395,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.762, 7.395",Autre
200500039124,2005-06-06,2005,juin,lundi,,67,67281,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500039126,2005-06-12,2005,juin,dimanche,1900-01-01 14:30:00,67,67351,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500039131,2005-06-08,2005,juin,mercredi,1900-01-01 13:30:00,67,67353,49.047,7.714,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"49.047, 7.714",Autre
200500040083,2005-06-17,2005,juin,vendredi,,38,38471,45.264,5.777,En agglomération,Place,Route Départementale,Bidirectionnelle,Aucun,Aucun,"45.264, 5.777",Grenoble
200500040260,2005-03-20,2005,mars,dimanche,1900-01-01 11:30:00,38,38563,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500041730,2005-07-05,2005,juillet,mardi,1900-01-01 15:30:00,38,38392,45.682,5.296,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.682, 5.296",Autre
200500042044,2005-07-19,2005,juillet,mardi,,67,67137,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500042057,2005-07-13,2005,juillet,mercredi,1900-01-01 18:15:00,67,67437,48.744,7.369,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"48.744, 7.369",Autre
200500043128,2005-07-26,2005,juillet,mardi,1900-01-01 17:30:00,38,38229,0.0,0.0,En agglomération,Autre intersection,Autre,Bidirectionnelle,Souterrain - tunnel,Sur piste cyclable,"0.0, 0.0",Grenoble
200500043200,2005-07-18,2005,juillet,lundi,,67,67309,48.645,7.709,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.645, 7.709",Autre
200500044730,2005-07-01,2005,juillet,vendredi,1900-01-01 13:24:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500044735,2005-07-04,2005,juillet,lundi,1900-01-01 18:45:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500044738,2005-07-05,2005,juillet,mardi,1900-01-01 19:45:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500044740,2005-07-08,2005,juillet,vendredi,1900-01-01 13:30:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500044743,2005-07-11,2005,juillet,lundi,1900-01-01 15:20:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
