Identifiant_Accident,date,Annee_Accident,Mois_Accident,Jour_Accident,Heure_Minutes_Accident,Departement,Commune,Latitude,Longitude,Localisation,Intersection,Categorie_Route,Régime_Circulation,Amenagement_Infrastructure,Situation_Accident,coord,Metropole
201100039069,2011-09-06,2011,septembre,mardi,1900-01-01 10:00:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039073,2011-09-08,2011,septembre,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039074,2011-09-08,2011,septembre,jeudi,1900-01-01 13:35:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039078,2011-09-12,2011,septembre,lundi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039080,2011-09-12,2011,septembre,lundi,1900-01-01 15:30:00,67,67218,0.0,0.0,Hors agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
201100039083,2011-09-14,2011,septembre,mercredi,1900-01-01 12:05:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039085,2011-09-16,2011,septembre,vendredi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039086,2011-09-16,2011,septembre,vendredi,1900-01-01 12:50:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039093,2011-09-23,2011,septembre,vendredi,1900-01-01 10:35:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039094,2011-09-23,2011,septembre,vendredi,1900-01-01 15:40:00,67,67482,0.0,0.0,En agglomération,Place,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
201100039099,2011-09-25,2011,septembre,dimanche,1900-01-01 18:35:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039106,2011-09-28,2011,septembre,mercredi,1900-01-01 17:08:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A chaussées séparées,Voie ferrée,Sur accotement,"0.0, 0.0",Strasbourg
201100039110,2011-09-29,2011,septembre,jeudi,1900-01-01 18:38:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
201100039111,2011-09-29,2011,septembre,jeudi,1900-01-01 20:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039113,2011-09-30,2011,septembre,vendredi,,67,67447,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039116,2011-10-01,2011,octobre,samedi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039118,2011-10-05,2011,octobre,mercredi,1900-01-01 13:27:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039120,2011-10-06,2011,octobre,jeudi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039122,2011-10-06,2011,octobre,jeudi,1900-01-01 19:30:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039127,2011-10-10,2011,octobre,lundi,1900-01-01 18:50:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
201100039129,2011-10-11,2011,octobre,mardi,1900-01-01 17:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039141,2011-10-19,2011,octobre,mercredi,1900-01-01 16:52:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039144,2011-10-20,2011,octobre,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039164,2011-11-05,2011,novembre,samedi,1900-01-01 11:40:00,67,67365,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039165,2011-11-05,2011,novembre,samedi,1900-01-01 12:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039166,2011-11-05,2011,novembre,samedi,1900-01-01 12:50:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
201100039167,2011-11-06,2011,novembre,dimanche,1900-01-01 13:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A chaussées séparées,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039185,2011-11-16,2011,novembre,mercredi,1900-01-01 11:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
201100039188,2011-11-17,2011,novembre,jeudi,1900-01-01 16:40:00,67,67043,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Voie ferrée,Sur chaussée,"0.0, 0.0",Strasbourg
201100039197,2011-11-24,2011,novembre,jeudi,1900-01-01 14:15:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039207,2011-12-01,2011,décembre,jeudi,,67,67447,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Pont - autopont,Sur chaussée,"0.0, 0.0",Strasbourg
201100039208,2011-12-01,2011,décembre,jeudi,,67,67043,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039216,2011-12-05,2011,décembre,lundi,1900-01-01 13:50:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur trottoir,"0.0, 0.0",Strasbourg
201100039218,2011-12-06,2011,décembre,mardi,,67,67482,0.0,0.0,Hors agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039219,2011-12-06,2011,décembre,mardi,1900-01-01 16:23:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
201100039226,2011-12-09,2011,décembre,vendredi,1900-01-01 18:45:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
201100039229,2011-12-12,2011,décembre,lundi,1900-01-01 16:20:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039243,2011-12-28,2011,décembre,mercredi,1900-01-01 14:15:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039245,2011-12-28,2011,décembre,mercredi,1900-01-01 21:10:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100039246,2011-12-29,2011,décembre,jeudi,1900-01-01 21:15:00,67,67447,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201100056963,2011-07-05,2011,juillet,mardi,1900-01-01 17:30:00,38,38544,45.5273,4.87256,Hors agglomération,Intersection en X,Route nationale,Bidirectionnelle,Pont - autopont,Sur chaussée,"45.5273, 4.87256",Autre
201200005160,2012-03-21,2012,mars,mercredi,,38,38538,45.2301,5.85613,Hors agglomération,Intersection en Y,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.2301, 5.85613",Grenoble
201200005172,2012-10-07,2012,octobre,dimanche,1900-01-01 16:45:00,38,38075,45.4523,6.00098,Hors agglomération,Hors intersection,Route nationale,Bidirectionnelle,Aucun,Sur chaussée,"45.4523, 6.00098",Autre
201200005196,2012-07-08,2012,juillet,dimanche,1900-01-01 10:45:00,38,38466,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200005217,2012-06-19,2012,juin,mardi,1900-01-01 18:00:00,38,38170,45.2592,5.65897,En agglomération,Hors intersection,Route nationale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"45.2592, 5.65897",Grenoble
201200005229,2012-08-25,2012,août,samedi,,38,38562,45.087,5.766,En agglomération,Giratoire,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"45.087, 5.766",Grenoble
201200005231,2012-01-14,2012,janvier,samedi,1900-01-01 15:30:00,38,38454,45.1569,5.32771,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.1569, 5.32771",Autre
201200005232,2012-02-24,2012,février,vendredi,1900-01-01 19:15:00,38,38410,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200005233,2012-03-07,2012,mars,mercredi,1900-01-01 15:30:00,38,38095,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Autre
201200005252,2012-08-08,2012,août,mercredi,1900-01-01 12:15:00,38,38450,45.298,5.585,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.298, 5.585",Autre
201200005277,2012-07-10,2012,juillet,mardi,1900-01-01 18:45:00,38,38118,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200005289,2012-05-20,2012,mai,dimanche,1900-01-01 10:45:00,38,38292,45.4607,5.53483,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.4607, 5.53483",Autre
201200005323,2012-07-29,2012,juillet,dimanche,1900-01-01 18:30:00,38,38130,45.397,5.239,Hors agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"45.397, 5.239",Autre
201200005355,2012-10-17,2012,octobre,mercredi,1900-01-01 12:15:00,38,38344,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200006593,2012-04-10,2012,avril,mardi,1900-01-01 18:30:00,67,67028,0.0,0.0,Hors agglomération,Giratoire,Route Départementale,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Autre
201200006596,2012-10-19,2012,octobre,vendredi,1900-01-01 16:45:00,67,67028,0.0,0.0,En agglomération,Giratoire,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Autre
201200006604,2012-05-15,2012,mai,mardi,1900-01-01 14:30:00,67,67131,0.0,0.0,Hors agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200006628,2012-01-20,2012,janvier,vendredi,1900-01-01 16:45:00,67,67046,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Autre
201200006643,2012-10-31,2012,octobre,mercredi,1900-01-01 16:45:00,67,67368,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200006647,2012-06-27,2012,juin,mercredi,1900-01-01 13:30:00,67,67122,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200006664,2012-10-13,2012,octobre,samedi,1900-01-01 14:00:00,67,67091,0.0,0.0,Hors agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200006667,2012-08-08,2012,août,mercredi,,67,67301,0.0,0.0,En agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Autre
201200006679,2012-06-17,2012,juin,dimanche,1900-01-01 19:15:00,67,67202,48.76,7.576,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur trottoir,"48.76, 7.576",Autre
201200006689,2012-12-18,2012,décembre,mardi,,67,67519,48.661,7.83,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.661, 7.83",Strasbourg
201200006699,2012-08-22,2012,août,mercredi,1900-01-01 16:45:00,67,67118,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200006703,2012-10-22,2012,octobre,lundi,1900-01-01 16:15:00,67,67551,48.589,7.668,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.589, 7.668",Strasbourg
201200006724,2012-05-21,2012,mai,lundi,1900-01-01 10:45:00,67,67443,0.0,0.0,Hors agglomération,Giratoire,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur piste cyclable,"0.0, 0.0",Autre
201200006725,2012-07-30,2012,juillet,lundi,1900-01-01 16:00:00,67,67330,48.913,8.036,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur accotement,"48.913, 8.036",Autre
201200008107,2012-08-02,2012,août,jeudi,1900-01-01 15:00:00,38,38241,44.758,5.88499,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"44.758, 5.88499",Autre
201200012445,2012-01-16,2012,janvier,lundi,1900-01-01 16:00:00,67,67106,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200012450,2012-07-09,2012,juillet,lundi,,67,67465,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200012643,2012-07-24,2012,juillet,mardi,1900-01-01 18:00:00,38,38485,45.173,5.667,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.173, 5.667",Grenoble
201200012647,2012-06-15,2012,juin,vendredi,1900-01-01 13:00:00,38,38173,45.045,6.125,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.045, 6.125",Autre
201200012849,2012-09-15,2012,septembre,samedi,1900-01-01 14:45:00,38,38253,45.034,6.09166,Hors agglomération,Intersection en T,Route nationale,Bidirectionnelle,Aucun,Sur chaussée,"45.034, 6.09166",Autre
201200012926,2012-04-09,2012,avril,lundi,1900-01-01 17:45:00,38,38126,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200012934,2012-12-31,2012,décembre,lundi,,38,38229,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200013064,2012-09-19,2012,septembre,mercredi,1900-01-01 14:15:00,38,38448,45.46,4.81,Hors agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.46, 4.81",Autre
201200013065,2012-09-29,2012,septembre,samedi,,38,38536,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200013292,2012-03-25,2012,mars,dimanche,1900-01-01 17:15:00,67,67152,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200018840,2012-04-10,2012,avril,mardi,1900-01-01 14:45:00,38,38071,45.0693,5.73176,En agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.0693, 5.73176",Grenoble
201200018841,2012-07-22,2012,juillet,dimanche,1900-01-01 11:30:00,38,38203,45.041,5.768,Hors agglomération,Hors intersection,Route nationale,Bidirectionnelle,Aucun,Sur chaussée,"45.041, 5.768",Autre
201200018842,2012-08-14,2012,août,mardi,1900-01-01 12:30:00,38,38200,45.106,5.74299,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur accotement,"45.106, 5.74299",Grenoble
201200018850,2012-06-21,2012,juin,jeudi,1900-01-01 11:30:00,38,38012,45.6102,5.61849,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.6102, 5.61849",Autre
201200018864,2012-07-20,2012,juillet,vendredi,1900-01-01 17:45:00,38,38249,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Autre
201200018866,2012-03-10,2012,mars,samedi,1900-01-01 13:15:00,38,38547,45.261,5.906,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.261, 5.906",Autre
201200018867,2012-03-14,2012,mars,mercredi,1900-01-01 14:30:00,38,38538,45.2299,5.85589,Hors agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.2299, 5.85589",Grenoble
201200018869,2012-07-06,2012,juillet,vendredi,1900-01-01 11:15:00,38,38503,0.0,0.0,En agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200018875,2012-09-12,2012,septembre,mercredi,,38,38095,45.14,5.297,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.14, 5.297",Autre
201200018887,2012-05-04,2012,mai,vendredi,1900-01-01 15:15:00,38,38274,45.4334,5.28117,Hors agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.4334, 5.28117",Autre
201200018910,2012-03-24,2012,mars,samedi,,38,38519,45.6089,5.01694,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur accotement,"45.6089, 5.01694",Autre
201200027735,2012-07-10,2012,juillet,mardi,1900-01-01 23:15:00,38,38053,45.5974,5.27423,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur trottoir,"45.5974, 5.27423",Autre
201200027739,2012-07-31,2012,juillet,mardi,,38,38053,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200027741,2012-09-13,2012,septembre,jeudi,1900-01-01 19:10:00,38,38053,0.0,0.0,En agglomération,Giratoire,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200027753,2012-11-12,2012,novembre,lundi,1900-01-01 17:35:00,38,38053,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
201200027771,2012-01-27,2012,janvier,vendredi,,38,38185,45.1861,5.717,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.1861, 5.717",Grenoble
201200027772,2012-01-27,2012,janvier,vendredi,1900-01-01 18:50:00,38,38169,45.1935,5.68138,En agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.1935, 5.68138",Grenoble
201200027775,2012-02-08,2012,février,mercredi,,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027776,2012-02-14,2012,février,mardi,1900-01-01 16:35:00,38,38185,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027788,2012-03-12,2012,mars,lundi,1900-01-01 16:50:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027789,2012-03-12,2012,mars,lundi,1900-01-01 14:20:00,38,38185,45.1629,5.72853,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Pont - autopont,Sur piste cyclable,"45.1629, 5.72853",Grenoble
201200027820,2012-05-22,2012,mai,mardi,,38,38185,45.1807,5.71957,En agglomération,Intersection en X,Route nationale,A chaussées séparées,Aucun,Sur chaussée,"45.1807, 5.71957",Grenoble
201200027822,2012-05-25,2012,mai,vendredi,,38,38169,45.1896,5.68822,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.1896, 5.68822",Grenoble
201200027825,2012-05-30,2012,mai,mercredi,1900-01-01 18:30:00,38,38185,45.1867,5.74396,En agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.1867, 5.74396",Grenoble
201200027826,2012-05-31,2012,mai,jeudi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027829,2012-06-01,2012,juin,vendredi,,38,38185,45.1599,5.71375,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.1599, 5.71375",Grenoble
201200027832,2012-06-05,2012,juin,mardi,1900-01-01 17:05:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Grenoble
201200027835,2012-06-11,2012,juin,lundi,1900-01-01 11:08:00,38,38169,45.1925,5.69473,En agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"45.1925, 5.69473",Grenoble
201200027836,2012-06-12,2012,juin,mardi,1900-01-01 17:15:00,38,38185,45.1837,5.73356,En agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.1837, 5.73356",Grenoble
201200027844,2012-06-21,2012,juin,jeudi,1900-01-01 14:55:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A chaussées séparées,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027852,2012-07-11,2012,juillet,mercredi,1900-01-01 23:00:00,38,38421,45.166,5.75744,Hors agglomération,Hors intersection,Route nationale,A chaussées séparées,Aucun,Sur chaussée,"45.166, 5.75744",Grenoble
201200027854,2012-07-15,2012,juillet,dimanche,1900-01-01 15:00:00,38,38421,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027863,2012-08-08,2012,août,mercredi,1900-01-01 16:45:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027866,2012-08-14,2012,août,mardi,1900-01-01 17:00:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027876,2012-09-07,2012,septembre,vendredi,1900-01-01 19:40:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027879,2012-09-19,2012,septembre,mercredi,,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027880,2012-09-20,2012,septembre,jeudi,1900-01-01 18:00:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027881,2012-09-22,2012,septembre,samedi,1900-01-01 14:19:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027891,2012-10-16,2012,octobre,mardi,1900-01-01 15:15:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027893,2012-10-17,2012,octobre,mercredi,1900-01-01 11:55:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027896,2012-11-06,2012,novembre,mardi,1900-01-01 17:55:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200027904,2012-11-21,2012,novembre,mercredi,1900-01-01 14:30:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
201200035347,2012-07-25,2012,juillet,mercredi,1900-01-01 20:50:00,67,67180,0.0,0.0,Hors agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200035353,2012-01-03,2012,janvier,mardi,1900-01-01 18:15:00,67,67462,0.0,0.0,En agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Pont - autopont,Sur chaussée,"0.0, 0.0",Strasbourg
201200035361,2012-12-05,2012,décembre,mercredi,1900-01-01 11:50:00,67,67462,0.0,0.0,En agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200035363,2012-01-03,2012,janvier,mardi,1900-01-01 14:10:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200035366,2012-01-05,2012,janvier,jeudi,,67,67447,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200035372,2012-01-11,2012,janvier,mercredi,1900-01-01 20:00:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A chaussées séparées,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
201200035374,2012-01-11,2012,janvier,mercredi,1900-01-01 18:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Strasbourg
201200035381,2012-01-16,2012,janvier,lundi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Pont - autopont,Aucun,"0.0, 0.0",Strasbourg
201200035386,2012-01-19,2012,janvier,jeudi,1900-01-01 18:20:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Pont - autopont,Sur chaussée,"0.0, 0.0",Strasbourg
