id,coord,annee_maj,categorie,geometrie,longitude,latitude,code_postal
1727,"45.11089,5.67913",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.67913,45.11089],[5.67928,45.11094],[5.67955,45.11087],[5.6797,45.11075],[5.67994,45.11065],[5.68034,45.1106],[5.68061,45.11059],[5.68083,45.11051]]}",45.11089,5.67913,38
2188,"45.14516,5.71698",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71698,45.14516],[5.7156,45.14526]]}",45.14516,5.71698,38
1713,"45.18884,5.70586",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70586,45.18884],[5.70584,45.18756],[5.70576,45.18629],[5.70568,45.18505],[5.70565,45.18467],[5.70564,45.1845],[5.7054,45.18019]]}",45.18884,5.70586,38
1858,"45.17073,5.70497",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70497,45.17073],[5.705,45.17243]]}",45.17073,5.70497,38
1860,"45.17243,5.705",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.705,45.17243],[5.70599,45.17239],[5.70777,45.1723],[5.70836,45.17228],[5.70857,45.17235]]}",45.17243,5.705,38
1719,"45.14516,5.70081",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70081,45.14516],[5.70127,45.14662]]}",45.14516,5.70081,38
1704,"45.19724,5.73359",,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73359,45.19724],[5.73382,45.19714],[5.73396,45.19703],[5.73403,45.19697]]}",45.19724,5.73359,38
1720,"45.13956,5.69843",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69843,45.13956],[5.69812,45.13856]]}",45.13956,5.69843,38
1721,"45.10809,5.67213",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.67213,45.10809],[5.67204,45.10824],[5.67198,45.10865],[5.67196,45.1092],[5.67196,45.10972],[5.67196,45.1099],[5.67196,45.11013],[5.67183,45.1102],[5.6718,45.11048],[5.67182,45.11117],[5.67182,45.11146],[5.67187,45.112],[5.67202,45.11276],[5.67213,45.11317],[5.67243,45.11365],[5.67249,45.11379],[5.67256,45.1138],[5.67287,45.11369],[5.6737,45.1134],[5.67412,45.11326],[5.67423,45.11315],[5.67502,45.1129],[5.67579,45.11265],[5.67647,45.11243],[5.67696,45.11225],[5.67789,45.11194],[5.67816,45.11183],[5.67816,45.11175],[5.67809,45.11164],[5.67773,45.11129],[5.67777,45.11122],[5.67771,45.11113],[5.67774,45.11109],[5.67807,45.11081],[5.67819,45.11075],[5.67831,45.11075],[5.67852,45.11081],[5.67873,45.11087],[5.67896,45.11088],[5.67913,45.11089]]}",45.10809,5.67213,38
1744,"45.14908,5.70182",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70182,45.14908],[5.70177,45.14887],[5.70153,45.14781],[5.70135,45.14705],[5.70127,45.14662]]}",45.14908,5.70182,38
1745,"45.14908,5.70182",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70182,45.14908],[5.70566,45.14853]]}",45.14908,5.70182,38
1746,"45.05782,5.68468",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.68468,45.05782],[5.68513,45.05648],[5.68467,45.05605],[5.68435,45.05579],[5.68422,45.05547],[5.68352,45.05506],[5.68334,45.05472],[5.68331,45.05449],[5.68289,45.05418],[5.68289,45.05418],[5.68262,45.05404],[5.68199,45.05374],[5.68191,45.05363],[5.68197,45.05354],[5.68212,45.05343],[5.68217,45.05332],[5.68213,45.05323],[5.68188,45.05309],[5.68084,45.05221],[5.68071,45.05195],[5.68068,45.0517],[5.68075,45.05154],[5.68095,45.05137],[5.68145,45.05111],[5.68197,45.05076],[5.68223,45.05044]]}",45.05782,5.68468,38
1738,"45.09353,5.67464",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.67464,45.09353],[5.67471,45.09423],[5.6745,45.09426],[5.6745,45.0946],[5.67445,45.09476],[5.67433,45.09492],[5.67414,45.0952],[5.67409,45.09539],[5.67425,45.09599],[5.67436,45.09619],[5.67439,45.09642],[5.67434,45.09649],[5.6744,45.09659],[5.6748,45.09659],[5.67441,45.09677],[5.67399,45.0971],[5.67346,45.09754]]}",45.09353,5.67464,38
1742,"45.14932,5.70019",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70019,45.14932],[5.70097,45.14915],[5.70182,45.14908]]}",45.14932,5.70019,38
1755,"45.18147,5.78654",2019-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.78654,45.18147],[5.78665,45.18147],[5.7867,45.18149],[5.78675,45.18151],[5.7868,45.18152],[5.78686,45.18151],[5.78691,45.18149],[5.78695,45.18147],[5.78697,45.18145]]}",45.18147,5.78654,38
1749,"45.21398,5.66667",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.66667,45.21398],[5.66803,45.21425],[5.66926,45.2144]]}",45.21398,5.66667,38
1761,"45.18729,5.73011",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73011,45.18729],[5.73042,45.18749]]}",45.18729,5.73011,38
1768,"45.19163,5.74154",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74154,45.19163],[5.74177,45.19164],[5.74238,45.19167],[5.74305,45.19172]]}",45.19163,5.74154,38
1705,"45.19735,5.7337",,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.7337,45.19735],[5.73383,45.19727],[5.73396,45.19728],[5.73411,45.19736],[5.73424,45.19702]]}",45.19735,5.7337,38
1706,"45.20109,5.74171",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74171,45.20109],[5.7407,45.20027]]}",45.20109,5.74171,38
1709,"45.20387,5.74613",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74613,45.20387],[5.7458,45.20352],[5.74543,45.20319],[5.74527,45.20302],[5.74506,45.20283],[5.7448,45.20274],[5.74454,45.20265],[5.74413,45.20254],[5.7438,45.2024],[5.74327,45.20217],[5.74303,45.20206],[5.74283,45.20195],[5.74273,45.20188],[5.74252,45.20172],[5.74171,45.20109]]}",45.20387,5.74613,38
1780,"45.13416,5.70116",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70116,45.13416],[5.69889,45.13445],[5.69783,45.13458],[5.69718,45.13468],[5.69699,45.1347],[5.69692,45.13455],[5.6969,45.13453],[5.69684,45.13438],[5.69659,45.13354],[5.69648,45.13317],[5.69619,45.13213],[5.69603,45.13162],[5.69577,45.13066]]}",45.13416,5.70116,38
1776,"45.22078,5.69078",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69078,45.22078],[5.68984,45.22182],[5.68891,45.22286]]}",45.22078,5.69078,38
1779,"45.19137,5.7783",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.7783,45.19137],[5.77817,45.19157],[5.77797,45.19174],[5.77778,45.19188],[5.77758,45.19198],[5.77736,45.19204],[5.77714,45.19209],[5.77689,45.1921],[5.77658,45.19211],[5.77623,45.19209],[5.77604,45.19207]]}",45.19137,5.7783,38
1786,"45.15121,5.6792",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.6792,45.15121],[5.67926,45.15143],[5.67943,45.15195],[5.67946,45.15219],[5.67945,45.1523],[5.67954,45.15294],[5.67963,45.15336],[5.67991,45.15382],[5.68026,45.15446],[5.68037,45.15462],[5.68096,45.15533],[5.68106,45.15546],[5.68113,45.15559],[5.68119,45.15584],[5.6812,45.15595],[5.68117,45.15606]]}",45.15121,5.6792,38
1785,"45.24013,5.66625",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.66625,45.24013],[5.66646,45.24003],[5.66682,45.23992],[5.66684,45.23975],[5.66702,45.23948],[5.66711,45.23932],[5.66938,45.23711],[5.66961,45.2367],[5.66969,45.23643],[5.66976,45.23577]]}",45.24013,5.66625,38
1787,"45.19372,5.68368",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.68368,45.19372],[5.68541,45.19207]]}",45.19372,5.68368,38
1788,"45.19372,5.68368",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.68368,45.19372],[5.68333,45.19414],[5.68231,45.19571],[5.682,45.19597],[5.68182,45.19611],[5.68169,45.19632],[5.68076,45.1979],[5.67962,45.19949]]}",45.19372,5.68368,38
1789,"45.11453,5.70522",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70522,45.11453],[5.70478,45.11503],[5.70405,45.11594],[5.70356,45.11659],[5.7028,45.11753],[5.7019,45.11863],[5.70072,45.12016],[5.69828,45.12324]]}",45.11453,5.70522,38
1791,"45.2247,5.67185",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.67185,45.2247],[5.67313,45.22401],[5.67343,45.22389],[5.67353,45.22384],[5.67371,45.22383],[5.67389,45.2238]]}",45.2247,5.67185,38
1688,"45.20017,5.68668",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.68668,45.20017],[5.68361,45.19944],[5.68216,45.19887],[5.6813,45.19822],[5.68076,45.1979]]}",45.20017,5.68668,38
1698,"45.1576,5.74258",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74258,45.1576],[5.74368,45.15818]]}",45.1576,5.74258,38
1699,"45.15788,5.73911",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73911,45.15788],[5.74258,45.1576]]}",45.15788,5.73911,38
1700,"45.16762,5.70432",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70432,45.16762],[5.70462,45.16783],[5.70484,45.16794],[5.70486,45.16823],[5.70502,45.16974],[5.70497,45.17073]]}",45.16762,5.70432,38
1702,"45.19694,5.73394",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73394,45.19694],[5.73431,45.19653],[5.73473,45.19599]]}",45.19694,5.73394,38
1681,"45.13691,5.70777",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70777,45.13691],[5.70863,45.13657]]}",45.13691,5.70777,38
1682,"45.21294,5.66141",2019-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.66141,45.21294],[5.66153,45.21276],[5.66163,45.21245],[5.66174,45.21187],[5.66185,45.21134],[5.66239,45.20885],[5.66276,45.2068],[5.66285,45.20656],[5.66316,45.2062],[5.66413,45.20525],[5.66577,45.20365],[5.66759,45.20181],[5.67038,45.19904],[5.67054,45.19888]]}",45.21294,5.66141,38
1683,"45.19887,5.6706",,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.6706,45.19887],[5.67212,45.19739],[5.6732,45.19652],[5.67361,45.19627],[5.67438,45.19594],[5.67539,45.19486]]}",45.19887,5.6706,38
1672,"45.18847,5.74225",,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74225,45.18847],[5.74218,45.18842]]}",45.18847,5.74225,38
1673,"45.19329,5.70879",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70879,45.19329],[5.70909,45.19352],[5.70946,45.19379],[5.71007,45.19427],[5.71031,45.19447],[5.71048,45.19469],[5.71078,45.19543],[5.7106,45.19601],[5.71039,45.19647],[5.71025,45.19678],[5.71014,45.19697],[5.71006,45.19717],[5.70994,45.19741],[5.70984,45.19761],[5.70974,45.19779],[5.70944,45.19805],[5.70938,45.19814]]}",45.19329,5.70879,38
1674,"45.19814,5.70938",2018-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70938,45.19814],[5.70935,45.19818],[5.70931,45.19821],[5.70926,45.19826],[5.7092,45.19843],[5.7086,45.19902],[5.70811,45.19938],[5.70775,45.19968],[5.7071,45.20017],[5.70613,45.20091],[5.70549,45.20142],[5.704,45.20254],[5.70291,45.20336],[5.70088,45.20507]]}",45.19814,5.70938,38
1676,"45.1565,5.69523",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69523,45.1565],[5.69528,45.15653],[5.69539,45.15664],[5.69546,45.15671],[5.69555,45.15683],[5.69563,45.15696],[5.69569,45.15715],[5.69575,45.15749],[5.69578,45.15774],[5.69587,45.15843],[5.69592,45.1588],[5.69595,45.15888]]}",45.1565,5.69523,38
1679,"45.19012,5.74119",,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74119,45.19012],[5.74117,45.19017],[5.74135,45.19029],[5.74162,45.19058]]}",45.19012,5.74119,38
1670,"45.20105,5.71363",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71363,45.20105],[5.71389,45.20041],[5.71398,45.19999],[5.71415,45.19942],[5.71426,45.19899],[5.71431,45.19858],[5.71433,45.19838]]}",45.20105,5.71363,38
1671,"45.18422,5.72368",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72368,45.18422],[5.72539,45.18154]]}",45.18422,5.72368,38
1914,"45.17328,5.73857",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73857,45.17328],[5.7376,45.17524]]}",45.17328,5.73857,38
1915,"45.18065,5.74148",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74148,45.18065],[5.74158,45.1805],[5.74171,45.18029],[5.74207,45.17964]]}",45.18065,5.74148,38
1916,"45.17964,5.74207",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74207,45.17964],[5.74212,45.17951]]}",45.17964,5.74207,38
1917,"45.17951,5.74212",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74212,45.17951],[5.74247,45.17864],[5.7425,45.17855],[5.7429,45.17739]]}",45.17951,5.74212,38
1918,"45.17481,5.74496",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74496,45.17481],[5.74454,45.17527],[5.74442,45.17539]]}",45.17481,5.74496,38
1919,"45.17539,5.74442",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.74442,45.17539],[5.74311,45.17686],[5.7429,45.17739]]}",45.17539,5.74442,38
1904,"45.1751,5.72544",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72544,45.1751],[5.72488,45.17324],[5.72444,45.17158]]}",45.1751,5.72544,38
1905,"45.17043,5.7276",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.7276,45.17043],[5.72444,45.17158]]}",45.17043,5.7276,38
1906,"45.17158,5.72444",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72444,45.17158],[5.72399,45.17107],[5.72369,45.17067],[5.723,45.16982]]}",45.17158,5.72444,38
1907,"45.16687,5.72344",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72344,45.16687],[5.72335,45.16728],[5.72329,45.16752],[5.72325,45.16768],[5.72322,45.16793],[5.72315,45.169],[5.72311,45.16933],[5.723,45.16982]]}",45.16687,5.72344,38
1908,"45.16659,5.72842",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72842,45.16659],[5.73165,45.16664],[5.73196,45.16663],[5.73332,45.16666],[5.73343,45.16667]]}",45.16659,5.72842,38
1909,"45.16646,5.72841",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72841,45.16646],[5.72844,45.16544],[5.72848,45.16465]]}",45.16646,5.72841,38
1910,"45.16887,5.73167",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73167,45.16887],[5.73093,45.16919],[5.7295,45.16978],[5.7276,45.17043]]}",45.16887,5.73167,38
1911,"45.16898,5.73214",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73214,45.16898],[5.73212,45.16969],[5.73207,45.17121],[5.73197,45.1724],[5.73193,45.17318]]}",45.16898,5.73214,38
1897,"45.13657,5.70863",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70863,45.13657],[5.70934,45.13632],[5.71007,45.13605],[5.71025,45.13598],[5.71043,45.13592],[5.71055,45.13588],[5.71068,45.13587],[5.7108,45.13587],[5.71091,45.13588],[5.71114,45.13591],[5.71133,45.13596],[5.71152,45.13597],[5.71165,45.13597],[5.71189,45.13599]]}",45.13657,5.70863,38
1898,"45.19752,5.73253",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73253,45.19752],[5.73359,45.19724]]}",45.19752,5.73253,38
1899,"45.18913,5.72921",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72921,45.18913],[5.72949,45.18874],[5.72988,45.1882]]}",45.18913,5.72921,38
1900,"45.18552,5.72287",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72287,45.18552],[5.72598,45.18661],[5.72744,45.18713]]}",45.18552,5.72287,38
1901,"45.17492,5.70869",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70869,45.17492],[5.70899,45.17488],[5.70944,45.17491],[5.70967,45.17503],[5.70991,45.17515],[5.71009,45.17523],[5.71032,45.17529],[5.71072,45.1753],[5.71155,45.17516],[5.71242,45.17501],[5.7139,45.17477],[5.71423,45.17461],[5.71445,45.17442]]}",45.17492,5.70869,38
1902,"45.18651,5.73208",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.73208,45.18651],[5.73264,45.18628],[5.73317,45.18608]]}",45.18651,5.73208,38
1903,"45.17729,5.70992",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70992,45.17729],[5.71006,45.17748],[5.71031,45.17786],[5.71046,45.17806],[5.71067,45.17836],[5.71091,45.17868],[5.71137,45.17927],[5.71281,45.18036]]}",45.17729,5.70992,38
1889,"45.19232,5.72032",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72032,45.19232],[5.71975,45.19324]]}",45.19232,5.72032,38
1890,"45.18454,5.69795",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69795,45.18454],[5.69798,45.18575],[5.69801,45.18626],[5.69801,45.18706]]}",45.18454,5.69795,38
1804,"45.1772,5.69439",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69439,45.1772],[5.69775,45.17723]]}",45.1772,5.69439,38
1891,"45.18847,5.71489",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71489,45.18847],[5.71553,45.18909],[5.71567,45.18937],[5.71563,45.18967]]}",45.18847,5.71489,38
1894,"45.13759,5.70576",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70576,45.13759],[5.70777,45.13691]]}",45.13759,5.70576,38
1895,"45.14601,5.70491",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70491,45.14601],[5.70515,45.14595],[5.70535,45.14592],[5.70654,45.14566]]}",45.14601,5.70491,38
1880,"45.15053,5.7165",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.7165,45.15053],[5.71533,45.15088]]}",45.15053,5.7165,38
1881,"45.1452,5.71704",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71704,45.1452],[5.71718,45.14518],[5.71728,45.14516],[5.71732,45.14508],[5.71724,45.14483],[5.71723,45.14469],[5.71731,45.14462],[5.71777,45.14447],[5.71821,45.14434],[5.71843,45.14422],[5.71856,45.14416],[5.71862,45.14415]]}",45.1452,5.71704,38
1882,"45.14415,5.71862",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71862,45.14415],[5.7187,45.14418],[5.71878,45.14429],[5.71889,45.14458],[5.71913,45.14491]]}",45.14415,5.71862,38
1883,"45.14567,5.71933",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71933,45.14567],[5.72004,45.14752]]}",45.14567,5.71933,38
1884,"45.14471,5.71062",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71062,45.14471],[5.71091,45.14458],[5.71133,45.1444],[5.71174,45.14422],[5.71221,45.14408],[5.71275,45.1439],[5.71577,45.14302]]}",45.14471,5.71062,38
1886,"45.14566,5.70654",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70654,45.14566],[5.70739,45.14547]]}",45.14566,5.70654,38
1887,"45.16189,5.71564",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71564,45.16189],[5.71522,45.16143],[5.71488,45.16106],[5.71469,45.16085],[5.71442,45.16055],[5.71394,45.16002],[5.7138,45.15978]]}",45.16189,5.71564,38
1872,"45.19114,5.71992",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71992,45.19114],[5.72107,45.19131]]}",45.19114,5.71992,38
1873,"45.1912,5.72117",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.72117,45.1912],[5.72201,45.19133],[5.72273,45.19145]]}",45.1912,5.72117,38
1874,"45.15734,5.70088",2018-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70088,45.15734],[5.70127,45.15738],[5.70148,45.15744],[5.70181,45.1576],[5.70209,45.15777],[5.70235,45.15795],[5.70287,45.15821]]}",45.15734,5.70088,38
1875,"45.17492,5.70869",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70869,45.17492],[5.70875,45.17513],[5.70911,45.17586]]}",45.17492,5.70869,38
1876,"45.17586,5.70911",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70911,45.17586],[5.7095,45.17654],[5.70992,45.17729]]}",45.17586,5.70911,38
1877,"45.17492,5.70869",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70869,45.17492],[5.70858,45.17474],[5.70832,45.17415],[5.70823,45.17397],[5.70806,45.17362],[5.70789,45.17323],[5.70771,45.17232]]}",45.17492,5.70869,38
1878,"45.19102,5.7199",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.7199,45.19102],[5.71941,45.19097],[5.7191,45.19093],[5.71822,45.19078],[5.71677,45.19056],[5.71592,45.19043]]}",45.19102,5.7199,38
1879,"45.17379,5.71675",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.71675,45.17379],[5.71445,45.17442]]}",45.17379,5.71675,38
1864,"45.20612,5.70755",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70755,45.20612],[5.70758,45.20616],[5.70761,45.20616],[5.70769,45.20606],[5.70773,45.20602],[5.70769,45.20601],[5.70764,45.20601],[5.70748,45.20606],[5.70712,45.20616],[5.70699,45.20617]]}",45.20612,5.70755,38
1867,"45.1501,5.69536",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69536,45.1501],[5.69542,45.15014],[5.6955,45.15018],[5.69562,45.1502],[5.69576,45.15019],[5.69633,45.15006],[5.69667,45.14997],[5.6969,45.14992],[5.6971,45.14993],[5.69724,45.14992],[5.69728,45.1499],[5.69732,45.14983],[5.69736,45.14978],[5.69743,45.14976],[5.69752,45.1497],[5.69768,45.14971],[5.69774,45.14975],[5.69788,45.14976],[5.69861,45.14966],[5.69893,45.14961],[5.69919,45.14956],[5.69966,45.14951],[5.69994,45.14947],[5.70013,45.14937],[5.70019,45.14932]]}",45.1501,5.69536,38
1868,"45.14932,5.70019",2018-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70019,45.14932],[5.69967,45.14799]]}",45.14932,5.70019,38
1869,"45.14355,5.70024",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70024,45.14355],[5.70043,45.14392],[5.70052,45.14416],[5.70052,45.1442],[5.70052,45.14423],[5.70052,45.14423]]}",45.14355,5.70024,38
1870,"45.14423,5.70052",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70052,45.14423],[5.70069,45.14477],[5.7008,45.14517]]}",45.14423,5.70052,38
1871,"45.14159,5.69926",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69926,45.14159],[5.69895,45.14088],[5.69843,45.13956]]}",45.14159,5.69926,38
1857,"45.18884,5.70586",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70586,45.18884],[5.70478,45.19059],[5.70463,45.1908]]}",45.18884,5.70586,38
1861,"45.19215,5.68755",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.68755,45.19215],[5.68776,45.1913]]}",45.19215,5.68755,38
1863,"45.20884,5.70522",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70522,45.20884],[5.70577,45.20851],[5.70625,45.20812],[5.70637,45.20799],[5.7066,45.20771],[5.70679,45.2075],[5.70697,45.2073],[5.70707,45.20716],[5.70715,45.20706],[5.70729,45.20673],[5.70741,45.20644],[5.70752,45.20621]]}",45.20884,5.70522,38
1850,"45.17235,5.70857",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70857,45.17235],[5.70896,45.17245],[5.70968,45.17268],[5.71024,45.17291],[5.71109,45.17325]]}",45.17235,5.70857,38
1851,"45.16762,5.70433",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70433,45.16762],[5.70501,45.16728],[5.70611,45.16673]]}",45.16762,5.70433,38
1853,"45.1604,5.699",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.699,45.1604],[5.70045,45.16011]]}",45.1604,5.699,38
1854,"45.15821,5.70287",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70287,45.15821],[5.70312,45.15829],[5.70354,45.1584],[5.70392,45.15846]]}",45.15821,5.70287,38
1840,"45.18512,5.68928",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.68928,45.18512],[5.6899,45.18443],[5.68996,45.18436],[5.69005,45.18426],[5.69075,45.18321],[5.69107,45.18273]]}",45.18512,5.68928,38
1841,"45.16303,5.68973",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.68973,45.16303],[5.68984,45.16304],[5.68996,45.16305],[5.69006,45.16305],[5.69017,45.16301],[5.69035,45.16294],[5.69047,45.16284],[5.69053,45.1628],[5.69059,45.16276],[5.69063,45.16272],[5.69069,45.16269],[5.6908,45.16266],[5.69088,45.16266],[5.69097,45.16266],[5.69104,45.16266],[5.69113,45.16267],[5.69116,45.16269],[5.69124,45.16281],[5.69136,45.16308]]}",45.16303,5.68973,38
1842,"45.16224,5.69945",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.69945,45.16224],[5.69866,45.16214],[5.69664,45.16187],[5.69566,45.16172],[5.69498,45.16163],[5.69466,45.16159],[5.69442,45.16155],[5.69436,45.16155],[5.69433,45.16155],[5.6943,45.16156],[5.69427,45.16157]]}",45.16224,5.69945,38
1843,"45.21265,5.70024",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70024,45.21265],[5.70079,45.21218],[5.70128,45.21177],[5.70157,45.21149],[5.70193,45.21118]]}",45.21265,5.70024,38
1844,"45.2102,5.70306",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70306,45.2102],[5.70277,45.21045],[5.70241,45.21077],[5.70193,45.21118]]}",45.2102,5.70306,38
1845,"45.2102,5.70306",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70306,45.2102],[5.70328,45.21001],[5.70362,45.20976],[5.70403,45.2095],[5.70465,45.20917],[5.70522,45.20884]]}",45.2102,5.70306,38
1846,"45.20692,5.70187",2016-01-01,veloamenage,"{""type"":""LineString"",""coordinates"":[[5.70187,45.20692],[5.70236,45.20784]]}",45.20692,5.70187,38
